school_urn,school_name,la_name,time_period,avg_att8,avg_ebaccaps,avg_p8score,pt_anypass,pt_entbasics
138650,St Columba's Catholic Boys' School,Bexley,202324,47.4,4.07,0.04,99.4,96.4
137681,St Catherine's Catholic School,Bexley,202324,55.8,5.05,0.75,99.5,99.5
136334,Beths Grammar School,Bexley,202324,72.0,6.42,0.53,99.5,99.5
137368,Hurstmere School,Bexley,202324,45.1,4.02,-0.07,97.6,98.1
140039,Break Through School,Bexley,202324,4.7,0.21,,78.6,42.9
135677,Harris Academy Falconwood,Bexley,202324,45.8,4.06,-0.02,99.0,99.0
135951,Haberdashers' Crayford Academy,Bexley,202324,44.3,3.78,-0.13,98.8,98.2
144405,Endeavour Academy Bexley,Bexley,202324,18.3,1.38,-0.33,92.3,84.6
147071,Cleeve Meadow School,Bexley,202324,1.9,0.0,-1.46,50.0,0.0
140862,Michaela Community School,Brent,202324,79.2,7.73,2.56,100.0,100.0
141019,Ark Elvin Academy,Brent,202324,43.4,4.23,0.35,99.0,99.0
138457,Wembley High Technology College,Brent,202324,65.1,6.34,1.43,99.5,99.5
133724,JFS,Brent,202324,63.7,5.88,1.16,100.0,98.9
136656,Claremont High School,Brent,202324,55.5,5.39,0.59,98.5,98.5
137685,Kingsbury High School,Brent,202324,48.6,4.6,0.36,99.7,99.7
138609,Queens Park Community School,Brent,202324,49.8,4.33,0.08,97.7,97.2
137994,Saint Claudine's Catholic School for Girls,Brent,202324,47.6,4.38,0.8,100.0,98.2
138610,Alperton Community School,Brent,202324,51.9,4.6,0.79,99.4,99.0
142560,St Gregory's Catholic Science College,Brent,202324,57.5,5.51,0.73,100.0,100.0
101564,Newman Catholic College,Brent,202324,39.8,3.52,-0.21,94.4,92.2
139319,Preston Manor School,Brent,202324,47.3,4.31,0.25,100.0,100.0
142329,Lycee International de Londres,Brent,202324,0.0,0.01,,0.8,0.0
144796,Edith Kay Independent School,Brent,202324,9.0,0.53,,36.4,18.2
147025,Al-Zahra School,Brent,202324,48.3,4.74,,100.0,88.9
101575,Islamia School for Girls',Brent,202324,70.4,6.46,,100.0,100.0
101576,Al-Sadiq School,Brent,202324,59.8,5.6,,100.0,91.7
131059,Brondesbury College London,Brent,202324,72.5,6.46,,100.0,100.0
135373,Southover Partnership School,Brent,202324,2.8,0.22,,38.9,5.6
134226,Harris Lowe Academy Willesden,Brent,202324,46.9,4.48,0.23,99.4,99.4
135600,Ark Academy,Brent,202324,52.7,5.01,0.45,100.0,99.4
135973,E-ACT Crest Academy,Brent,202324,41.1,3.68,-0.03,97.4,97.9
137121,Harris Academy Beckenham,Bromley,202324,54.1,5.01,0.38,99.0,98.4
137379,Harris Girls Academy Bromley,Bromley,202324,58.6,5.7,0.99,98.2,97.6
143427,Harris Academy Orpington,Bromley,202324,43.0,4.05,0.15,98.3,98.3
144465,Orion Eden Park,Bromley,202324,42.7,3.98,-0.56,97.9,97.9
145868,Bullers Wood School for Boys,Bromley,202324,48.5,4.38,0.0,99.4,99.4
136466,Bishop Justus CofE School,Bromley,202324,41.3,3.5,-0.68,98.3,97.9
136709,Bullers Wood School,Bromley,202324,56.3,5.15,0.37,99.6,99.6
136464,Coopers School,Bromley,202324,45.4,4.11,-0.38,97.8,97.4
136586,Langley Park School for Boys,Bromley,202324,56.0,5.16,0.4,99.5,99.5
136517,Ravens Wood School,Bromley,202324,47.5,4.41,-0.13,99.2,98.3
136551,Newstead Wood School,Bromley,202324,80.2,7.36,1.05,100.0,100.0
136281,Kemnal Technology College,Bromley,202324,32.0,2.74,-0.92,96.5,96.5
136644,Hayes School,Bromley,202324,52.9,4.83,0.09,99.2,97.6
136467,Chislehurst School for Girls,Bromley,202324,51.3,4.67,0.18,99.4,98.9
136545,Charles Darwin School,Bromley,202324,42.6,3.57,-0.34,99.5,99.5
101676,St Olave's and St Saviour's Grammar School,Bromley,202324,85.8,8.45,1.27,100.0,100.0
137006,Langley Park School for Girls,Bromley,202324,55.4,5.31,0.4,98.3,97.9
136540,The Ravensbourne School,Bromley,202324,48.4,4.17,0.11,99.0,99.0
136355,Darrick Wood School,Bromley,202324,50.3,4.71,0.0,98.8,98.0
144893,Glebe School,Bromley,202324,8.9,0.71,-1.08,86.8,23.7
101680,Babington House School,Bromley,202324,67.8,6.07,,100.0,100.0
101683,Bishop Challoner School,Bromley,202324,43.3,3.77,,100.0,95.3
101685,Farringtons School,Bromley,202324,24.8,2.77,,97.3,0.0
101692,Bromley High School,Bromley,202324,33.8,1.43,,100.0,0.0
101693,Eltham College,Bromley,202324,15.2,0.43,,96.0,0.0
101695,Darul Uloom London School,Bromley,202324,24.8,2.15,,78.3,78.3
131395,Browns School,Bromley,202324,3.2,0.18,,45.2,0.0
135670,The Tutorial Foundation,Bromley,202324,5.2,0.27,,42.2,11.1
136228,TLC The Learning Centre,Bromley,202324,2.4,0.06,,36.4,36.4
136265,Baston House School,Bromley,202324,5.5,0.37,,53.8,7.7
141989,Bromley Beacon Academy,Bromley,202324,4.4,0.27,-2.67,54.5,4.5
140209,Oasis Academy Arena,Croydon,202324,35.2,3.32,-0.5,95.6,95.6
140952,Harris Invictus Academy Croydon,Croydon,202324,42.4,4.04,-0.1,98.8,99.4
141210,The Archbishop Lanfranc Academy,Croydon,202324,41.2,3.56,0.1,99.4,97.4
142040,Orchard Park High School,Croydon,202324,49.7,4.31,0.37,98.5,98.5
143846,Meridian High School,Croydon,202324,36.0,3.32,-0.7,96.3,95.4
145875,Coombe Wood School,Croydon,202324,50.6,4.43,0.38,98.9,98.9
150055,Harris Academy Beulah Hill,Croydon,202324,44.0,3.94,0.0,100.0,100.0
138187,Woodcote High School,Croydon,202324,48.6,4.31,-0.07,98.1,98.1
101811,Archbishop Tenison's CofE High School,Croydon,202324,45.9,4.14,-0.18,98.3,99.2
101814,St Mary's Catholic High School,Croydon,202324,39.8,3.37,0.29,98.1,99.1
138178,Riddlesdown Collegiate,Croydon,202324,50.6,4.41,0.14,98.4,97.8
138221,St Joseph's College,Croydon,202324,45.0,4.12,0.04,100.0,100.0
101821,Thomas More Catholic School,Croydon,202324,42.5,3.84,-0.13,97.4,96.5
149347,Coloma Convent Girls' School,Croydon,202324,56.7,5.24,0.52,98.0,98.0
137754,Norbury High School for Girls,Croydon,202324,50.1,4.54,0.27,100.0,100.0
137772,Shirley High School Performing Arts College,Croydon,202324,38.0,3.21,-0.51,97.7,94.3
148768,Chaffinch Brook School,Croydon,202324,9.9,0.53,-1.4,84.6,84.6
148772,Beckmead College,Croydon,202324,3.2,0.17,-2.75,52.0,12.0
137567,Croydon Metropolitan College,Croydon,202324,8.6,0.51,,91.7,25.0
101835,Royal Russell School,Croydon,202324,20.2,1.22,,100.0,0.0
139811,The Cedars School,Croydon,202324,66.2,5.84,,100.0,100.0
101837,Whitgift School,Croydon,202324,12.1,1.19,,86.9,0.0
147027,Al-Khair Secondary Girls,Croydon,202324,60.1,5.56,,100.0,100.0
140356,The Laurels School,Croydon,202324,66.9,6.04,,100.0,94.4
149443,Bright Minds Creative Academy,Croydon,202324,7.5,0.28,,83.3,83.3
149445,Olympus,Croydon,202324,7.2,0.58,,50.0,50.0
101842,Trinity School,Croydon,202324,15.8,0.35,,100.0,0.0
101845,Croydon High School,Croydon,202324,24.9,0.77,,100.0,0.0
101846,Old Palace of John Whitgift School,Croydon,202324,50.4,4.8,,91.3,0.0
133528,Cambridge Tutors College,Croydon,202324,5.8,0.27,,50.0,0.0
134585,Al-Khair School,Croydon,202324,61.8,5.75,,100.0,100.0
101849,BRIT School for Performing Arts and Technology,Croydon,202324,48.0,3.79,-0.36,100.0,99.0
135249,Harris Academy South Norwood,Croydon,202324,48.1,4.43,0.45,99.0,99.5
135311,Harris City Academy Crystal Palace,Croydon,202324,51.4,4.79,0.24,99.4,99.4
135654,Oasis Academy Coulsdon,Croydon,202324,46.4,4.28,-0.15,97.8,97.8
135955,Harris Academy Purley,Croydon,202324,47.0,4.2,0.23,99.4,100.0
135968,Oasis Academy Shirley Park,Croydon,202324,42.7,4.08,-0.07,96.9,96.9
136203,The Quest Academy,Croydon,202324,43.8,3.96,-0.35,98.8,99.4
101851,Bensham Manor School,Croydon,202324,2.9,0.07,-1.54,57.8,11.1
145591,Beckmead Park Academy,Croydon,202324,11.0,0.68,-2.56,54.5,36.4
139725,William Perkin Church of England High School,Ealing,202324,59.0,5.7,0.87,100.0,100.0
142654,Ealing Fields High School,Ealing,202324,65.9,6.31,1.3,100.0,100.0
145724,Ada Lovelace Church of England High School,Ealing,202324,67.0,6.5,1.4,100.0,99.2
146318,Ark Acton Academy,Ealing,202324,46.2,4.24,0.2,98.9,98.9
101928,Villiers High School,Ealing,202324,46.2,4.09,0.5,98.9,98.9
145348,Dormers Wells High School,Ealing,202324,49.6,4.56,0.63,99.1,98.7
137729,Featherstone High School,Ealing,202324,50.9,4.9,0.6,99.6,99.6
131310,Elthorne Park High School,Ealing,202324,57.4,5.4,0.49,99.6,96.7
137546,Twyford Church of England High School,Ealing,202324,63.5,6.1,1.08,100.0,99.5
101934,The Cardinal Wiseman Catholic School,Ealing,202324,58.1,5.47,0.83,99.7,99.3
101939,Brentside High School,Ealing,202324,45.7,4.32,-0.04,100.0,100.0
101940,Greenford High School,Ealing,202324,51.5,4.61,0.37,99.3,97.6
101941,The Ellen Wilkinson School for Girls,Ealing,202324,58.1,5.14,0.97,99.0,99.0
137221,Drayton Manor High School,Ealing,202324,55.2,5.38,0.65,100.0,99.6
101943,Northolt High School,Ealing,202324,38.9,3.47,-0.24,98.3,98.3
101946,St Augustine's Priory,Ealing,202324,58.0,3.69,,98.5,97.1
101947,St Benedict's School,Ealing,202324,44.0,2.76,,99.2,0.0
101954,Notting Hill & Ealing High School GDST,Ealing,202324,18.0,0.94,,96.7,0.0
133444,Ealing Independent College,Ealing,202324,32.3,2.27,,91.4,82.9
135155,Ayesha Siddiqa Girls School,Ealing,202324,61.6,5.84,,100.0,100.0
135493,Insights Independent School,Ealing,202324,6.1,0.6,,50.0,50.0
135794,North West London Independent Special School,Ealing,202324,4.9,0.32,,47.1,23.5
134369,Alec Reed Academy,Ealing,202324,43.4,3.78,0.24,99.4,99.4
139599,Heron Hall Academy,Enfield,202324,44.1,3.79,0.17,99.1,99.1
139815,Ark John Keats Academy,Enfield,202324,46.9,4.46,0.24,100.0,100.0
147536,AIM Academy North London,Enfield,202324,36.9,3.75,0.36,99.0,100.0
143197,Edmonton County School,Enfield,202324,46.4,4.18,0.23,96.6,96.9
136327,Kingsmead School,Enfield,202324,50.5,4.66,0.27,99.6,100.0
102045,Winchmore School,Enfield,202324,50.0,4.59,0.13,97.5,97.5
142727,Southgate School,Enfield,202324,54.5,4.82,0.37,99.1,99.1
102048,Enfield County School for Girls,Enfield,202324,53.0,5.07,0.38,100.0,100.0
102049,Chace Community School,Enfield,202324,38.0,3.37,-0.6,97.4,97.4
144084,The Lea Valley Academy,Enfield,202324,33.1,2.92,-0.68,97.6,97.6
132256,Highlands School,Enfield,202324,54.8,5.11,0.42,99.6,99.6
102052,Bishop Stopford's School,Enfield,202324,36.5,3.02,-0.54,95.7,96.5
102053,St Anne's Catholic High School for Girls,Enfield,202324,58.2,5.39,0.65,100.0,99.4
102055,The Latymer School,Enfield,202324,81.0,8.0,0.74,100.0,100.0
102056,Laurel Park School,Enfield,202324,37.7,3.45,-0.37,96.5,97.7
102058,St Ignatius College,Enfield,202324,57.9,4.91,0.85,100.0,100.0
137094,Enfield Grammar School,Enfield,202324,48.5,4.42,-0.05,100.0,100.0
102061,Palmers Green High School,Enfield,202324,45.9,4.71,,100.0,0.0
141247,Focus 1st Academy,Enfield,202324,3.1,0.23,,35.3,23.5
143036,Alternative Centre of Education,Enfield,202324,8.1,0.75,,40.0,40.0
102065,St John's Preparatory and Senior School,Enfield,202324,70.1,6.38,,100.0,100.0
134311,Oasis Academy Enfield,Enfield,202324,40.6,4.02,-0.17,97.8,97.8
135958,Oasis Academy Hadley,Enfield,202324,44.1,4.36,0.25,99.4,99.4
136147,Aylward Academy,Enfield,202324,38.8,3.64,-0.28,95.5,94.2
102066,Durants School,Enfield,202324,6.0,0.44,-1.26,30.4,13.0
102067,West Lea School,Enfield,202324,0.5,0.03,-1.93,8.9,0.0
149100,Salmons Brook School,Enfield,202324,0.4,0.0,-2.47,16.7,0.0
140935,Harris Academy Tottenham,Haringey,202324,54.1,5.19,0.66,99.5,99.0
102153,Hornsey School for Girls,Haringey,202324,49.5,4.3,0.38,97.4,95.4
102154,Highgate Wood Secondary School,Haringey,202324,50.8,4.41,0.26,98.9,97.7
144900,Duke's Aldridge,Haringey,202324,38.5,3.38,-0.06,98.6,98.1
102156,Fortismere School,Haringey,202324,57.8,5.19,0.49,98.9,97.7
102157,Gladesmore Community School,Haringey,202324,46.5,4.51,-0.02,98.5,96.5
137745,Mulberry Academy Woodside,Haringey,202324,45.8,4.21,0.17,99.1,99.1
137531,Alexandra Park School,Haringey,202324,61.3,5.57,0.81,99.6,97.8
131757,Park View School,Haringey,202324,38.7,3.4,0.01,98.7,98.7
139362,St Thomas More Catholic School,Haringey,202324,50.0,4.6,0.46,100.0,100.0
139616,Heartlands High School,Haringey,202324,49.9,4.52,0.37,98.3,98.3
102162,Channing School,Haringey,202324,22.2,0.82,,98.0,0.0
102163,Highgate School,Haringey,202324,43.8,2.45,,100.0,98.4
141859,Footsteps Trust,Haringey,202324,7.2,0.34,,37.5,43.8
133386,Greig City Academy,Haringey,202324,43.3,3.62,0.47,96.5,91.0
145917,The Grove,Haringey,202324,5.6,0.58,-1.64,28.6,21.4
141071,Whitefriars School,Harrow,202324,39.0,3.63,-0.1,97.3,97.3
138227,Avanti House School,Harrow,202324,66.6,6.22,1.1,100.0,100.0
142864,Pinner High School,Harrow,202324,57.6,5.42,0.71,100.0,100.0
137204,Hatch End High School,Harrow,202324,44.6,4.02,-0.03,99.5,99.0
137075,Park High School,Harrow,202324,50.0,4.51,0.17,99.2,98.8
137199,Canons High School,Harrow,202324,47.6,4.0,-0.07,99.0,99.0
137028,Nower Hill High School,Harrow,202324,58.3,5.23,0.62,99.7,99.7
102239,Whitmore High School,Harrow,202324,54.7,5.09,0.75,100.0,99.3
137198,Rooks Heath School,Harrow,202324,47.2,4.38,0.32,99.0,99.5
137178,Bentley Wood High School,Harrow,202324,56.6,5.4,0.9,99.5,98.2
137177,Harrow High School,Harrow,202324,48.6,4.41,0.62,98.4,98.4
146245,The Sacred Heart Language College,Harrow,202324,59.6,5.83,0.56,100.0,98.9
138458,Salvatorian Roman Catholic College,Harrow,202324,54.3,4.84,0.45,99.3,99.3
102245,Harrow School,Harrow,202324,27.8,2.06,,98.8,0.0
102247,The John Lyon School,Harrow,202324,11.6,0.64,,96.7,0.0
102257,North London Collegiate School,Harrow,202324,19.9,1.05,,99.1,0.0
135687,Heartwood House,Harrow,202324,6.2,0.5,,22.2,22.2
137197,Hall Mead School,Havering,202324,50.9,4.84,0.35,97.6,95.3
137396,Redden Court School,Havering,202324,51.1,4.83,0.33,100.0,100.0
136576,The Brittons Academy,Havering,202324,43.6,3.69,-0.28,98.4,96.9
137414,Emerson Park Academy,Havering,202324,47.2,3.96,-0.24,97.6,97.6
143428,Harris Academy Rainham,Havering,202324,52.7,4.79,0.56,99.4,98.3
143946,Hornchurch High School,Havering,202324,51.1,4.6,0.32,100.0,99.4
145944,St Edward's Church of England Academy,Havering,202324,46.1,4.32,0.05,99.0,98.0
144095,Gaynes School,Havering,202324,48.8,4.49,0.24,96.9,96.9
146309,Sanders Draper,Havering,202324,41.9,3.93,-0.37,99.2,98.4
143877,The Royal Liberty School,Havering,202324,51.1,4.72,0.47,98.6,97.9
144094,Marshalls Park Academy,Havering,202324,43.9,3.91,-0.26,97.9,97.9
139307,Bower Park Academy,Havering,202324,41.4,3.7,-0.54,98.0,97.5
137040,The Campion School,Havering,202324,55.3,5.12,0.6,100.0,100.0
138326,The Frances Bardsley Academy for Girls,Havering,202324,54.7,4.96,0.39,99.1,99.1
136663,Abbs Cross Academy and Arts College,Havering,202324,45.3,3.93,-0.24,96.5,97.1
136600,The Coopers' Company and Coborn School,Havering,202324,59.8,5.38,0.45,100.0,100.0
137233,Sacred Heart of Mary Girls' School,Havering,202324,62.3,5.68,0.71,100.0,98.3
145192,Bep Academy,Havering,202324,3.2,0.19,,53.5,34.9
145510,The Bridge,Havering,202324,14.8,0.56,,69.2,69.2
146973,Koru Independent AP Academy,Havering,202324,5.0,0.25,,93.8,62.5
102360,Immanuel School,Havering,202324,50.1,4.1,,91.7,91.7
136090,Drapers' Academy,Havering,202324,41.7,3.81,-0.13,96.9,97.4
138368,Parkside Studio College,Hillingdon,202324,35.2,2.95,-1.31,100.0,100.0
141035,De Salis Studio College,Hillingdon,202324,55.1,4.33,0.47,100.0,100.0
142887,Global Academy,Hillingdon,202324,27.3,2.47,-1.9,97.2,95.8
145121,Park Academy West London,Hillingdon,202324,41.2,3.64,-0.3,97.7,97.0
140748,Ruislip High School,Hillingdon,202324,54.1,4.87,0.62,99.5,98.5
146375,UTC Heathrow,Hillingdon,202324,30.3,2.3,-1.61,97.1,97.1
137407,Bishop Ramsey Church of England School,Hillingdon,202324,53.7,4.75,0.2,99.5,99.1
136329,Guru Nanak Sikh Academy,Hillingdon,202324,53.6,5.02,0.44,100.0,100.0
137633,Bishopshalt School,Hillingdon,202324,58.7,5.59,1.05,100.0,100.0
136519,Haydon School,Hillingdon,202324,49.3,4.17,-0.19,98.6,97.9
137635,Vyners School,Hillingdon,202324,54.7,4.63,0.36,99.6,99.6
136711,Queensmead School,Hillingdon,202324,56.2,4.98,0.68,99.2,98.7
136768,Uxbridge High School,Hillingdon,202324,45.3,3.95,0.12,98.7,99.1
137829,Northwood School,Hillingdon,202324,56.7,5.42,0.76,98.9,98.9
137077,Rosedale College,Hillingdon,202324,49.3,4.23,0.31,96.3,94.1
137078,Hewens College,Hillingdon,202324,42.0,3.77,0.2,97.7,97.7
137925,The Douay Martyrs Catholic School,Hillingdon,202324,54.8,5.11,0.55,100.0,100.0
102449,Oak Wood School,Hillingdon,202324,38.5,3.57,-0.24,97.4,97.4
136631,Swakeleys School for Girls,Hillingdon,202324,55.5,4.71,0.64,98.2,98.2
102451,Harlington School,Hillingdon,202324,43.3,4.04,0.27,99.5,98.4
137844,Barnhill Community High School,Hillingdon,202324,55.6,5.31,0.62,99.5,99.5
102452,Northwood College for Girls GDST,Hillingdon,202324,73.6,6.37,,100.0,100.0
102453,St Helen's School,Hillingdon,202324,77.1,6.35,,100.0,100.0
131940,Hillingdon Manor School,Hillingdon,202324,1.0,0.09,,9.7,4.8
136046,Lady Nafisa School,Hillingdon,202324,46.2,4.18,,100.0,84.2
135004,Harefield School,Hillingdon,202324,37.7,3.29,-0.66,98.2,96.4
143714,The PRIDE Academy,Hillingdon,202324,4.5,0.17,-2.69,73.7,47.4
138266,Reach Academy Feltham,Hounslow,202324,54.4,5.41,0.94,100.0,95.2
139276,Kingsley Academy,Hounslow,202324,40.3,3.66,0.39,98.6,98.6
139720,Nishkam School West London,Hounslow,202324,61.1,5.74,0.92,100.0,100.0
142126,Space Studio West London,Hounslow,202324,33.1,2.67,-1.13,96.0,97.3
142781,Logic Studio School,Hounslow,202324,44.7,2.55,0.11,98.0,98.0
144515,The Green School for Boys,Hounslow,202324,48.9,4.32,0.2,99.1,96.6
145866,Bolder Academy,Hounslow,202324,49.3,4.53,0.36,99.4,100.0
137907,Chiswick School,Hounslow,202324,53.5,4.85,0.45,98.5,98.0
137009,Rivers Academy West London,Hounslow,202324,49.3,4.62,0.32,99.2,99.2
137618,Springwest Academy,Hounslow,202324,42.9,3.76,0.23,99.5,99.5
139095,Brentford School for Girls,Hounslow,202324,45.9,3.9,0.25,99.4,99.4
138924,Heston Community School,Hounslow,202324,48.6,4.54,0.29,99.5,99.0
136341,Lampton Academy,Hounslow,202324,49.6,4.59,0.49,97.5,95.8
102539,The Heathland School,Hounslow,202324,51.9,4.77,0.49,100.0,99.3
136522,Cranford Community College,Hounslow,202324,54.0,5.12,0.6,99.0,99.0
137940,Isleworth and Syon School for Boys,Hounslow,202324,48.2,4.31,0.09,100.0,100.0
139989,The Green School for Girls,Hounslow,202324,57.7,4.98,0.64,99.3,98.7
137995,St Mark's Catholic School,Hounslow,202324,64.7,6.05,1.35,99.5,99.5
137928,"Gumley House RC Convent School, FCJ",Hounslow,202324,58.9,5.42,0.73,98.4,97.9
102545,Gunnersbury Catholic School,Hounslow,202324,63.7,6.09,0.99,99.5,99.5
140066,Kew House,Hounslow,202324,70.3,6.45,,100.0,100.0
102551,ArtsEd Day School & Sixth Form,Hounslow,202324,60.7,5.03,,100.0,97.2
135090,Oak Heights Independent School,Hounslow,202324,34.7,2.91,,89.1,78.3
140360,The Rise Free School,Hounslow,202324,15.6,1.53,-2.04,100.0,0.0
130447,West Thames College,Hounslow,202324,1.1,0.06,,15.0,10.0
141862,The Kingston Academy,Kingston upon Thames,202324,62.1,5.9,1.16,99.4,99.4
137848,Coombe Girls' School,Kingston upon Thames,202324,58.1,5.44,0.7,99.2,97.9
148407,Chessington School,Kingston upon Thames,202324,43.2,3.91,0.15,98.1,98.1
137917,Southborough High School,Kingston upon Thames,202324,49.2,4.06,0.29,98.7,97.4
136615,The Tiffin Girls' School,Kingston upon Thames,202324,84.8,8.1,1.06,100.0,100.0
137060,Tolworth Girls' School and Sixth Form,Kingston upon Thames,202324,58.8,5.18,0.87,99.1,99.1
136910,Tiffin School,Kingston upon Thames,202324,79.2,7.79,0.86,100.0,100.0
137299,Richard Challoner School,Kingston upon Thames,202324,58.8,5.52,0.84,100.0,100.0
138459,The Holy Cross School,Kingston upon Thames,202324,58.6,5.26,0.95,100.0,100.0
137859,Coombe Boys' School,Kingston upon Thames,202324,53.3,5.09,0.36,99.4,98.1
137678,The Hollyfield School and Sixth Form Centre,Kingston upon Thames,202324,52.7,4.83,0.28,99.5,98.5
102611,Surbiton High School,Kingston upon Thames,202324,35.9,3.33,,84.8,0.0
102619,Kingston Grammar School,Kingston upon Thames,202324,34.5,1.85,,82.4,0.0
102620,Canbury School,Kingston upon Thames,202324,18.5,1.24,,90.9,0.0
142740,St Philip's School,Kingston upon Thames,202324,1.7,0.05,-1.47,38.7,9.7
138495,Harris Academy Morden,Merton,202324,49.9,4.69,0.49,99.4,99.4
145860,Harris Academy Wimbledon,Merton,202324,50.9,4.98,0.62,98.9,98.9
102673,Ricards Lodge High School,Merton,202324,55.0,5.03,0.66,98.7,98.7
102674,Raynes Park High School,Merton,202324,43.6,3.63,0.22,98.9,98.4
102679,Rutlish School,Merton,202324,55.2,5.12,0.68,99.1,98.3
